BlackElo_broad,WhiteElo_broad,Opening_broad,killed_piece_id,killed_by_piece_id,counts,total_matches,link,team,killed_piece,killer_piece
0-1249,1500-1749,Other,B-P-c,W-P-c,1,984,link,B,Pawn,Pawn
0-1249,1500-1749,Other,B-P-d,W-P-d,1,984,link,B,Pawn,Pawn
0-1249,1500-1749,Other,B-P-d,W-P-e,1,984,link,B,Pawn,Pawn
0-1249,1500-1749,Other,B-P-e,W-B-f,1,984,link,B,Pawn,Bishop
0-1249,1500-1749,Other,B-P-e,W-P-g,1,984,link,B,Pawn,Pawn
0-1249,1500-1749,Other,B-P-g,W-B-c,1,984,link,B,Pawn,Bishop
0-1249,1500-1749,Other,B-Q,W-K,1,984,link,B,Queen,King
0-1249,1500-1749,Other,B-Q,W-Q,1,984,link,B,Queen,Queen
0-1249,1500-1749,Other,B-R-a,W-Q,1,984,link,B,Rook,Queen
0-1249,1500-1749,Other,B-R-h,W-B-c,1,984,link,B,Rook,Bishop
0-1249,1500-1749,Other,W-B-c,B-N-b,1,984,link,W,Bishop,Knight
0-1249,1500-1749,Other,W-B-f,B-Q,1,984,link,W,Bishop,Queen
0-1249,1500-1749,Other,W-N-g,B-B-c,1,984,link,W,Knight,Bishop
0-1249,1500-1749,Other,W-P-a,B-P-b,1,984,link,W,Pawn,Pawn
0-1249,1500-1749,Other,W-P-c,B-P-e,1,984,link,W,Pawn,Pawn
0-1249,1500-1749,Other,W-P-d,B-N-g,1,984,link,W,Pawn,Knight
0-1249,1500-1749,Other,W-P-e,B-P-c,1,984,link,W,Pawn,Pawn
0-1249,1500-1749,Other,W-P-e,B-P-d,1,984,link,W,Pawn,Pawn
0-1249,1500-1749,Other,W-P-f,B-N-g,1,984,link,W,Pawn,Knight
0-1249,1500-1749,Other,W-P-g,B-B-c,1,984,link,W,Pawn,Bishop
0-1249,1500-1749,Other,W-P-g,B-N-b,1,984,link,W,Pawn,Knight
0-1249,1500-1749,Other,W-P-h,B-N-g,1,984,link,W,Pawn,Knight
0-1249,1500-1749,Other,W-Q,B-Q,1,984,link,W,Queen,Queen
0-1249,1500-1749,Queen's Gambit,B-B-c,W-B-f,1,984,link,B,Bishop,Bishop
0-1249,1500-1749,Queen's Gambit,B-B-f,W-B-c,1,984,link,B,Bishop,Bishop
0-1249,1500-1749,Queen's Gambit,B-N-g,W-N-b,1,984,link,B,Knight,Knight
0-1249,1500-1749,Queen's Gambit,B-P-c,W-P-c,1,984,link,B,Pawn,Pawn
0-1249,1500-1749,Queen's Gambit,B-P-d,W-N-b,1,984,link,B,Pawn,Knight
0-1249,1500-1749,Queen's Gambit,B-P-e,W-Q,1,984,link,B,Pawn,Queen
0-1249,1500-1749,Queen's Gambit,W-B-f,B-K,1,984,link,W,Bishop,King
0-1249,1500-1749,Queen's Gambit,W-N-b,B-B-f,1,984,link,W,Knight,Bishop
0-1249,1500-1749,Queen's Gambit,W-N-g,B-B-f,1,984,link,W,Knight,Bishop
0-1249,1500-1749,Queen's Gambit,W-P-b,B-B-f,1,984,link,W,Pawn,Bishop
0-1249,1500-1749,Queen's Gambit,W-P-d,B-P-c,1,984,link,W,Pawn,Pawn
0-1249,1500-1749,Queen's Gambit,W-P-e,B-P-d,1,984,link,W,Pawn,Pawn
0-1249,1500-1749,Scandinavian Defense,B-B-c,W-Q,1,984,link,B,Bishop,Queen
0-1249,1500-1749,Scandinavian Defense,B-B-f,W-Q,1,984,link,B,Bishop,Queen
0-1249,1500-1749,Scandinavian Defense,B-N-b,W-Q,1,984,link,B,Knight,Queen
0-1249,1500-1749,Scandinavian Defense,B-N-g,W-Q,1,984,link,B,Knight,Queen
0-1249,1500-1749,Scandinavian Defense,B-P-c,W-N-b,1,984,link,B,Pawn,Knight
0-1249,1500-1749,Scandinavian Defense,B-P-d,W-P-e,1,984,link,B,Pawn,Pawn
0-1249,1500-1749,Scandinavian Defense,B-P-e,W-Q,1,984,link,B,Pawn,Queen
0-1249,1500-1749,Scandinavian Defense,B-P-f,W-Q,1,984,link,B,Pawn,Queen
0-1249,1500-1749,Scandinavian Defense,B-P-h,W-Q,1,984,link,B,Pawn,Queen
0-1249,1500-1749,Scandinavian Defense,B-Q,W-N-b,1,984,link,B,Queen,Knight
0-1249,1500-1749,Scandinavian Defense,B-R-a,W-N-b,1,984,link,B,Rook,Knight
0-1249,1500-1749,Scandinavian Defense,W-N-b,B-N-b,1,984,link,W,Knight,Knight
0-1249,1500-1749,Scandinavian Defense,W-P-b,B-B-f,1,984,link,W,Pawn,Bishop
0-1249,1500-1749,Scandinavian Defense,W-P-e,B-Q,1,984,link,W,Pawn,Queen
0-1249,1750+,Other,B-B-c,W-K,1,984,link,B,Bishop,King
0-1249,1750+,Other,B-B-c,W-P-e,1,984,link,B,Bishop,Pawn
0-1249,1750+,Other,B-B-c,W-Q,2,984,link,B,Bishop,Queen
0-1249,1750+,Other,B-B-f,W-B-c,1,984,link,B,Bishop,Bishop
0-1249,1750+,Other,B-B-f,W-N-b,1,984,link,B,Bishop,Knight
0-1249,1750+,Other,B-B-f,W-P-b,1,984,link,B,Bishop,Pawn
0-1249,1750+,Other,B-B-f,W-Q,1,984,link,B,Bishop,Queen
0-1249,1750+,Other,B-N-b,W-N-g,2,984,link,B,Knight,Knight
0-1249,1750+,Other,B-N-b,W-Q,1,984,link,B,Knight,Queen
0-1249,1750+,Other,B-N-b,W-R-a,1,984,link,B,Knight,Rook
0-1249,1750+,Other,B-N-g,W-B-c,3,984,link,B,Knight,Bishop
0-1249,1750+,Other,B-N-g,W-P-e,1,984,link,B,Knight,Pawn
0-1249,1750+,Other,B-N-g,W-Q,1,984,link,B,Knight,Queen
0-1249,1750+,Other,B-P-b,W-B-f,1,984,link,B,Pawn,Bishop
0-1249,1750+,Other,B-P-c,W-B-f,1,984,link,B,Pawn,Bishop
0-1249,1750+,Other,B-P-c,W-N-b,1,984,link,B,Pawn,Knight
0-1249,1750+,Other,B-P-c,W-P-c,1,984,link,B,Pawn,Pawn
0-1249,1750+,Other,B-P-c,W-P-e,1,984,link,B,Pawn,Pawn
0-1249,1750+,Other,B-P-d,W-B-f,1,984,link,B,Pawn,Bishop
0-1249,1750+,Other,B-P-d,W-N-b,1,984,link,B,Pawn,Knight
0-1249,1750+,Other,B-P-d,W-P-e,2,984,link,B,Pawn,Pawn
0-1249,1750+,Other,B-P-e,W-B-f,1,984,link,B,Pawn,Bishop
0-1249,1750+,Other,B-P-e,W-N-g,2,984,link,B,Pawn,Knight
0-1249,1750+,Other,B-P-e,W-P-c,1,984,link,B,Pawn,Pawn
0-1249,1750+,Other,B-P-e,W-Q,1,984,link,B,Pawn,Queen
0-1249,1750+,Other,B-P-f,W-B-f,2,984,link,B,Pawn,Bishop
0-1249,1750+,Other,B-P-f,W-N-b,1,984,link,B,Pawn,Knight
0-1249,1750+,Other,B-Q,W-N-g,2,984,link,B,Queen,Knight
0-1249,1750+,Other,B-Q,W-Q,2,984,link,B,Queen,Queen
0-1249,1750+,Other,B-R-a,W-B-f,1,984,link,B,Rook,Bishop
0-1249,1750+,Other,B-R-a,W-N-b,1,984,link,B,Rook,Knight
0-1249,1750+,Other,B-R-a,W-Q,1,984,link,B,Rook,Queen
0-1249,1750+,Other,B-R-h,W-Q,2,984,link,B,Rook,Queen
0-1249,1750+,Other,B-R-h,W-R-h,1,984,link,B,Rook,Rook
0-1249,1750+,Other,W-B-c,B-K,1,984,link,W,Bishop,King
0-1249,1750+,Other,W-B-c,B-R-h,1,984,link,W,Bishop,Rook
0-1249,1750+,Other,W-B-f,B-K,2,984,link,W,Bishop,King
0-1249,1750+,Other,W-B-f,B-N-g,1,984,link,W,Bishop,Knight
0-1249,1750+,Other,W-B-f,B-P-d,1,984,link,W,Bishop,Pawn
0-1249,1750+,Other,W-N-b,B-B-c,1,984,link,W,Knight,Bishop
0-1249,1750+,Other,W-N-b,B-Q,1,984,link,W,Knight,Queen
0-1249,1750+,Other,W-N-g,B-B-c,1,984,link,W,Knight,Bishop
0-1249,1750+,Other,W-N-g,B-B-f,2,984,link,W,Knight,Bishop
0-1249,1750+,Other,W-N-g,B-P-f,1,984,link,W,Knight,Pawn
0-1249,1750+,Other,W-P-a,B-N-b,1,984,link,W,Pawn,Knight
0-1249,1750+,Other,W-P-c,B-B-f,1,984,link,W,Pawn,Bishop
0-1249,1750+,Other,W-P-c,B-P-d,1,984,link,W,Pawn,Pawn
0-1249,1750+,Other,W-P-d,B-P-c,1,984,link,W,Pawn,Pawn
0-1249,1750+,Other,W-P-d,B-P-e,2,984,link,W,Pawn,Pawn
0-1249,1750+,Other,W-P-e,B-N-b,2,984,link,W,Pawn,Knight
0-1249,1750+,Other,W-P-e,B-P-b,1,984,link,W,Pawn,Pawn
0-1249,1750+,Other,W-P-e,B-P-e,1,984,link,W,Pawn,Pawn
0-1249,1750+,Other,W-P-f,B-R-a,1,984,link,W,Pawn,Rook
0-1249,1750+,Other,W-Q,B-K,1,984,link,W,Queen,King
0-1249,1750+,Other,W-R-h,B-B-c,1,984,link,W,Rook,Bishop
0-1249,1750+,Other,W-R-h,B-Q,1,984,link,W,Rook,Queen
0-1249,1750+,Other,W-R-h,B-R-h,1,984,link,W,Rook,Rook
0-1249,1750+,Queen's Gambit,B-B-c,W-N-b,2,984,link,B,Bishop,Knight
0-1249,1750+,Queen's Gambit,B-B-c,W-P-g,1,984,link,B,Bishop,Pawn
0-1249,1750+,Queen's Gambit,B-B-f,W-B-c,1,984,link,B,Bishop,Bishop
0-1249,1750+,Queen's Gambit,B-B-f,W-N-b,1,984,link,B,Bishop,Knight
0-1249,1750+,Queen's Gambit,B-B-f,W-Q,1,984,link,B,Bishop,Queen
0-1249,1750+,Queen's Gambit,B-N-b,W-B-f,1,984,link,B,Knight,Bishop
0-1249,1750+,Queen's Gambit,B-N-b,W-N-g,1,984,link,B,Knight,Knight
0-1249,1750+,Queen's Gambit,B-N-b,W-R-a,1,984,link,B,Knight,Rook
0-1249,1750+,Queen's Gambit,B-N-g,W-B-c,1,984,link,B,Knight,Bishop
0-1249,1750+,Queen's Gambit,B-N-g,W-N-b,1,984,link,B,Knight,Knight
0-1249,1750+,Queen's Gambit,B-N-g,W-N-g,1,984,link,B,Knight,Knight
0-1249,1750+,Queen's Gambit,B-P-a,W-R-h,1,984,link,B,Pawn,Rook
0-1249,1750+,Queen's Gambit,B-P-b,W-B-f,1,984,link,B,Pawn,Bishop
0-1249,1750+,Queen's Gambit,B-P-b,W-P-a,1,984,link,B,Pawn,Pawn
0-1249,1750+,Queen's Gambit,B-P-c,W-B-c,1,984,link,B,Pawn,Bishop
0-1249,1750+,Queen's Gambit,B-P-d,W-B-f,2,984,link,B,Pawn,Bishop
0-1249,1750+,Queen's Gambit,B-P-d,W-N-b,1,984,link,B,Pawn,Knight
0-1249,1750+,Queen's Gambit,B-P-e,W-N-b,1,984,link,B,Pawn,Knight
0-1249,1750+,Queen's Gambit,B-P-e,W-N-g,1,984,link,B,Pawn,Knight
0-1249,1750+,Queen's Gambit,B-P-e,W-Q,1,984,link,B,Pawn,Queen
0-1249,1750+,Queen's Gambit,B-P-f,W-B-f,1,984,link,B,Pawn,Bishop
0-1249,1750+,Queen's Gambit,B-P-f,W-Q,1,984,link,B,Pawn,Queen
0-1249,1750+,Queen's Gambit,B-P-h,W-R-h,1,984,link,B,Pawn,Rook
0-1249,1750+,Queen's Gambit,B-Q,W-B-c,1,984,link,B,Queen,Bishop
0-1249,1750+,Queen's Gambit,B-Q,W-B-f,1,984,link,B,Queen,Bishop
0-1249,1750+,Queen's Gambit,B-R-a,W-B-f,1,984,link,B,Rook,Bishop
0-1249,1750+,Queen's Gambit,B-R-a,W-Q,1,984,link,B,Rook,Queen
0-1249,1750+,Queen's Gambit,B-R-h,W-B-f,1,984,link,B,Rook,Bishop
0-1249,1750+,Queen's Gambit,B-R-h,W-R-h,1,984,link,B,Rook,Rook
0-1249,1750+,Queen's Gambit,W-B-c,B-K,2,984,link,W,Bishop,King
0-1249,1750+,Queen's Gambit,W-B-c,B-N-b,1,984,link,W,Bishop,Knight
0-1249,1750+,Queen's Gambit,W-B-f,B-N-b,1,984,link,W,Bishop,Knight
0-1249,1750+,Queen's Gambit,W-B-f,B-R-a,1,984,link,W,Bishop,Rook
0-1249,1750+,Queen's Gambit,W-N-b,B-N-b,1,984,link,W,Knight,Knight
0-1249,1750+,Queen's Gambit,W-N-b,B-N-g,1,984,link,W,Knight,Knight
0-1249,1750+,Queen's Gambit,W-N-b,B-P-g,1,984,link,W,Knight,Pawn
0-1249,1750+,Queen's Gambit,W-N-g,B-K,1,984,link,W,Knight,King
0-1249,1750+,Queen's Gambit,W-N-g,B-N-b,1,984,link,W,Knight,Knight
0-1249,1750+,Queen's Gambit,W-P-a,B-P-c,1,984,link,W,Pawn,Pawn
0-1249,1750+,Queen's Gambit,W-P-b,B-Q,1,984,link,W,Pawn,Queen
0-1249,1750+,Queen's Gambit,W-P-c,B-P-d,3,984,link,W,Pawn,Pawn
0-1249,1750+,Queen's Gambit,W-P-d,B-P-e,2,984,link,W,Pawn,Pawn
0-1249,1750+,Queen's Gambit,W-P-e,B-B-c,1,984,link,W,Pawn,Bishop
0-1249,1750+,Queen's Gambit,W-P-e,B-N-g,1,984,link,W,Pawn,Knight
0-1249,1750+,Queen's Gambit,W-P-f,B-B-c,1,984,link,W,Pawn,Bishop
0-1249,1750+,Queen's Gambit,W-Q,B-Q,2,984,link,W,Queen,Queen
0-1249,1750+,Queen's Gambit,W-R-h,B-Q,1,984,link,W,Rook,Queen
1250-1499,0-1249,French Defense,B-B-f,W-N-g,1,984,link,B,Bishop,Knight
1250-1499,0-1249,French Defense,B-N-b,W-P-b,1,984,link,B,Knight,Pawn
1250-1499,0-1249,French Defense,B-N-g,W-B-c,1,984,link,B,Knight,Bishop
1250-1499,0-1249,French Defense,B-P-d,W-P-e,1,984,link,B,Pawn,Pawn
1250-1499,0-1249,French Defense,B-P-e,W-B-f,1,984,link,B,Pawn,Bishop
1250-1499,0-1249,French Defense,B-R-a,W-R-a,1,984,link,B,Rook,Rook
1250-1499,0-1249,French Defense,W-B-c,B-B-f,1,984,link,W,Bishop,Bishop
1250-1499,0-1249,French Defense,W-B-f,B-N-b,1,984,link,W,Bishop,Knight
1250-1499,0-1249,French Defense,W-N-b,B-B-f,1,984,link,W,Knight,Bishop
1250-1499,0-1249,French Defense,W-N-g,B-Q,1,984,link,W,Knight,Queen
1250-1499,0-1249,French Defense,W-P-b,B-P-c,1,984,link,W,Pawn,Pawn
1250-1499,0-1249,French Defense,W-P-c,B-P-e,1,984,link,W,Pawn,Pawn
1250-1499,0-1249,French Defense,W-P-d,B-P-c,1,984,link,W,Pawn,Pawn
1250-1499,0-1249,French Defense,W-P-e,B-P-e,1,984,link,W,Pawn,Pawn
1250-1499,0-1249,French Defense,W-Q,B-Q,1,984,link,W,Queen,Queen
1250-1499,0-1249,French Defense,W-R-a,B-R-h,1,984,link,W,Rook,Rook
1250-1499,0-1249,French Defense,W-R-h,B-B-f,1,984,link,W,Rook,Bishop
1250-1499,0-1249,King's Pawn Game,B-B-c,W-P-c,1,984,link,B,Bishop,Pawn
1250-1499,0-1249,King's Pawn Game,B-B-c,W-R-a,1,984,link,B,Bishop,Rook
1250-1499,0-1249,King's Pawn Game,B-B-f,W-P-b,2,984,link,B,Bishop,Pawn
1250-1499,0-1249,King's Pawn Game,B-B-f,W-P-e,1,984,link,B,Bishop,Pawn
1250-1499,0-1249,King's Pawn Game,B-B-f,W-P-f,1,984,link,B,Bishop,Pawn
1250-1499,0-1249,King's Pawn Game,B-B-f,W-Q,1,984,link,B,Bishop,Queen
1250-1499,0-1249,King's Pawn Game,B-N-b,W-P-b,1,984,link,B,Knight,Pawn
1250-1499,0-1249,King's Pawn Game,B-N-b,W-P-g,1,984,link,B,Knight,Pawn
1250-1499,0-1249,King's Pawn Game,B-N-b,W-Q,1,984,link,B,Knight,Queen
1250-1499,0-1249,King's Pawn Game,B-N-g,W-B-f,1,984,link,B,Knight,Bishop
1250-1499,0-1249,King's Pawn Game,B-N-g,W-R-h,1,984,link,B,Knight,Rook
1250-1499,0-1249,King's Pawn Game,B-P-a,W-B-c,1,984,link,B,Pawn,Bishop
1250-1499,0-1249,King's Pawn Game,B-P-b,W-R-a,1,984,link,B,Pawn,Rook
1250-1499,0-1249,King's Pawn Game,B-P-c,W-N-b,1,984,link,B,Pawn,Knight
1250-1499,0-1249,King's Pawn Game,B-P-d,W-P-e,3,984,link,B,Pawn,Pawn
1250-1499,0-1249,King's Pawn Game,B-P-e,W-P-d,1,984,link,B,Pawn,Pawn
1250-1499,0-1249,King's Pawn Game,B-P-e,W-P-f,1,984,link,B,Pawn,Pawn
1250-1499,0-1249,King's Pawn Game,B-P-e,W-Q,2,984,link,B,Pawn,Queen
1250-1499,0-1249,King's Pawn Game,B-P-e,W-R-a,1,984,link,B,Pawn,Rook
1250-1499,0-1249,King's Pawn Game,B-P-f,W-B-f,1,984,link,B,Pawn,Bishop
1250-1499,0-1249,King's Pawn Game,B-P-f,W-P-d,1,984,link,B,Pawn,Pawn
1250-1499,0-1249,King's Pawn Game,B-P-f,W-Q,1,984,link,B,Pawn,Queen
1250-1499,0-1249,King's Pawn Game,B-P-g,W-R-a,1,984,link,B,Pawn,Rook
1250-1499,0-1249,King's Pawn Game,B-P-h,W-B-c,1,984,link,B,Pawn,Bishop
1250-1499,0-1249,King's Pawn Game,B-P-h,W-R-a,1,984,link,B,Pawn,Rook
1250-1499,0-1249,King's Pawn Game,B-Q,W-N-g,1,984,link,B,Queen,Knight
1250-1499,0-1249,King's Pawn Game,B-R-a,W-N-b,1,984,link,B,Rook,Knight
1250-1499,0-1249,King's Pawn Game,B-R-h,W-B-c,1,984,link,B,Rook,Bishop
1250-1499,0-1249,King's Pawn Game,B-R-h,W-Q,1,984,link,B,Rook,Queen
1250-1499,0-1249,King's Pawn Game,B-R-h,W-R-a,1,984,link,B,Rook,Rook
1250-1499,0-1249,King's Pawn Game,W-B-c,B-B-f,1,984,link,W,Bishop,Bishop
1250-1499,0-1249,King's Pawn Game,W-B-c,B-N-g,1,984,link,W,Bishop,Knight
1250-1499,0-1249,King's Pawn Game,W-B-f,B-B-c,1,984,link,W,Bishop,Bishop
1250-1499,0-1249,King's Pawn Game,W-B-f,B-N-b,1,984,link,W,Bishop,Knight
1250-1499,0-1249,King's Pawn Game,W-B-f,B-Q,1,984,link,W,Bishop,Queen
1250-1499,0-1249,King's Pawn Game,W-N-b,B-B-f,2,984,link,W,Knight,Bishop
1250-1499,0-1249,King's Pawn Game,W-N-g,B-B-c,1,984,link,W,Knight,Bishop
1250-1499,0-1249,King's Pawn Game,W-N-g,B-P-h,1,984,link,W,Knight,Pawn
1250-1499,0-1249,King's Pawn Game,W-N-g,B-Q,1,984,link,W,Knight,Queen
1250-1499,0-1249,King's Pawn Game,W-N-g,B-R-a,1,984,link,W,Knight,Rook
1250-1499,0-1249,King's Pawn Game,W-P-a,B-Q,1,984,link,W,Pawn,Queen
1250-1499,0-1249,King's Pawn Game,W-P-b,B-Q,2,984,link,W,Pawn,Queen
1250-1499,0-1249,King's Pawn Game,W-P-b,B-R-a,1,984,link,W,Pawn,Rook
1250-1499,0-1249,King's Pawn Game,W-P-c,B-N-b,1,984,link,W,Pawn,Knight
1250-1499,0-1249,King's Pawn Game,W-P-c,B-Q,1,984,link,W,Pawn,Queen
1250-1499,0-1249,King's Pawn Game,W-P-c,B-R-a,1,984,link,W,Pawn,Rook
1250-1499,0-1249,King's Pawn Game,W-P-d,B-B-c,1,984,link,W,Pawn,Bishop
1250-1499,0-1249,King's Pawn Game,W-P-d,B-B-f,1,984,link,W,Pawn,Bishop
1250-1499,0-1249,King's Pawn Game,W-P-d,B-P-e,1,984,link,W,Pawn,Pawn
1250-1499,0-1249,King's Pawn Game,W-P-e,B-N-g,2,984,link,W,Pawn,Knight
1250-1499,0-1249,King's Pawn Game,W-P-e,B-Q,3,984,link,W,Pawn,Queen
1250-1499,0-1249,King's Pawn Game,W-P-f,B-N-g,2,984,link,W,Pawn,Knight
1250-1499,0-1249,King's Pawn Game,W-P-f,B-Q,1,984,link,W,Pawn,Queen
1250-1499,0-1249,King's Pawn Game,W-P-g,B-N-g,1,984,link,W,Pawn,Knight
1250-1499,0-1249,King's Pawn Game,W-P-g,B-Q,3,984,link,W,Pawn,Queen
1250-1499,0-1249,King's Pawn Game,W-P-h,B-Q,2,984,link,W,Pawn,Queen
1250-1499,0-1249,King's Pawn Game,W-Q,B-B-c,1,984,link,W,Queen,Bishop
1250-1499,0-1249,King's Pawn Game,W-Q,B-N-b,1,984,link,W,Queen,Knight
1250-1499,0-1249,King's Pawn Game,W-Q,B-Q,2,984,link,W,Queen,Queen
1250-1499,0-1249,King's Pawn Game,W-R-h,B-Q,2,984,link,W,Rook,Queen
1250-1499,0-1249,King's Pawn Game,W-R-h,B-R-h,1,984,link,W,Rook,Rook
1250-1499,0-1249,Other,B-B-c,W-B-f,1,984,link,B,Bishop,Bishop
1250-1499,0-1249,Other,B-B-c,W-N-b,1,984,link,B,Bishop,Knight
1250-1499,0-1249,Other,B-B-c,W-N-g,1,984,link,B,Bishop,Knight
1250-1499,0-1249,Other,B-B-f,W-N-b,1,984,link,B,Bishop,Knight
1250-1499,0-1249,Other,B-B-f,W-P-b,1,984,link,B,Bishop,Pawn
1250-1499,0-1249,Other,B-B-f,W-P-g,1,984,link,B,Bishop,Pawn
1250-1499,0-1249,Other,B-B-f,W-Q,2,984,link,B,Bishop,Queen
1250-1499,0-1249,Other,B-N-b,W-B-f,1,984,link,B,Knight,Bishop
1250-1499,0-1249,Other,B-N-b,W-N-b,1,984,link,B,Knight,Knight
1250-1499,0-1249,Other,B-N-b,W-N-g,1,984,link,B,Knight,Knight
1250-1499,0-1249,Other,B-N-b,W-P-c,1,984,link,B,Knight,Pawn
1250-1499,0-1249,Other,B-N-g,W-B-c,2,984,link,B,Knight,Bishop
1250-1499,0-1249,Other,B-N-g,W-Q,1,984,link,B,Knight,Queen
1250-1499,0-1249,Other,B-P-a,W-P-h,1,984,link,B,Pawn,Pawn
1250-1499,0-1249,Other,B-P-b,W-P-h,1,984,link,B,Pawn,Pawn
1250-1499,0-1249,Other,B-P-c,W-P-h,1,984,link,B,Pawn,Pawn
1250-1499,0-1249,Other,B-P-c,W-Q,1,984,link,B,Pawn,Queen
1250-1499,0-1249,Other,B-P-d,W-N-b,1,984,link,B,Pawn,Knight
1250-1499,0-1249,Other,B-P-d,W-N-g,1,984,link,B,Pawn,Knight
1250-1499,0-1249,Other,B-P-d,W-P-c,1,984,link,B,Pawn,Pawn
1250-1499,0-1249,Other,B-P-e,W-N-g,1,984,link,B,Pawn,Knight
1250-1499,0-1249,Other,B-P-e,W-Q,1,984,link,B,Pawn,Queen
1250-1499,0-1249,Other,B-P-f,W-P-e,2,984,link,B,Pawn,Pawn
1250-1499,0-1249,Other,B-P-g,W-B-c,1,984,link,B,Pawn,Bishop
1250-1499,0-1249,Other,B-P-g,W-N-b,1,984,link,B,Pawn,Knight
1250-1499,0-1249,Other,B-P-h,W-Q,1,984,link,B,Pawn,Queen
1250-1499,0-1249,Other,B-Q,W-R-h,1,984,link,B,Queen,Rook
1250-1499,0-1249,Other,B-R-a,W-Q,1,984,link,B,Rook,Queen
1250-1499,0-1249,Other,B-R-h,W-Q,1,984,link,B,Rook,Queen
1250-1499,0-1249,Other,B-R-h,W-R-h,1,984,link,B,Rook,Rook
1250-1499,0-1249,Other,W-B-c,B-P-c,1,984,link,W,Bishop,Pawn
1250-1499,0-1249,Other,W-B-c,B-Q,1,984,link,W,Bishop,Queen
1250-1499,0-1249,Other,W-B-f,B-B-c,1,984,link,W,Bishop,Bishop
1250-1499,0-1249,Other,W-B-f,B-N-b,1,984,link,W,Bishop,Knight
1250-1499,0-1249,Other,W-B-f,B-P-b,1,984,link,W,Bishop,Pawn
1250-1499,0-1249,Other,W-N-b,B-B-f,1,984,link,W,Knight,Bishop
1250-1499,0-1249,Other,W-N-b,B-N-g,1,984,link,W,Knight,Knight
1250-1499,0-1249,Other,W-N-b,B-Q,1,984,link,W,Knight,Queen
1250-1499,0-1249,Other,W-N-g,B-B-f,1,984,link,W,Knight,Bishop
1250-1499,0-1249,Other,W-N-g,B-P-c,1,984,link,W,Knight,Pawn
1250-1499,0-1249,Other,W-N-g,B-R-a,1,984,link,W,Knight,Rook
1250-1499,0-1249,Other,W-P-a,B-Q,1,984,link,W,Pawn,Queen
1250-1499,0-1249,Other,W-P-b,B-Q,1,984,link,W,Pawn,Queen
1250-1499,0-1249,Other,W-P-c,B-P-b,1,984,link,W,Pawn,Pawn
1250-1499,0-1249,Other,W-P-c,B-Q,1,984,link,W,Pawn,Queen
1250-1499,0-1249,Other,W-P-c,B-R-a,1,984,link,W,Pawn,Rook
1250-1499,0-1249,Other,W-P-d,B-B-f,1,984,link,W,Pawn,Bishop
1250-1499,0-1249,Other,W-P-d,B-Q,1,984,link,W,Pawn,Queen
1250-1499,0-1249,Other,W-P-d,B-R-a,1,984,link,W,Pawn,Rook
1250-1499,0-1249,Other,W-P-e,B-N-g,1,984,link,W,Pawn,Knight
1250-1499,0-1249,Other,W-P-e,B-P-g,1,984,link,W,Pawn,Pawn
1250-1499,0-1249,Other,W-P-f,B-P-e,1,984,link,W,Pawn,Pawn
1250-1499,0-1249,Other,W-P-f,B-Q,1,984,link,W,Pawn,Queen
1250-1499,0-1249,Other,W-P-h,B-R-a,1,984,link,W,Pawn,Rook
1250-1499,0-1249,Other,W-Q,B-P-g,1,984,link,W,Queen,Pawn
1250-1499,0-1249,Other,W-Q,B-Q,1,984,link,W,Queen,Queen
1250-1499,0-1249,Other,W-R-a,B-Q,1,984,link,W,Rook,Queen
1250-1499,0-1249,Other,W-R-h,B-P-c,1,984,link,W,Rook,Pawn
1250-1499,0-1249,Other,W-R-h,B-R-a,1,984,link,W,Rook,Rook
1250-1499,0-1249,Queen's Gambit,B-B-f,W-N-b,1,984,link,B,Bishop,Knight
1250-1499,0-1249,Queen's Gambit,B-P-d,W-N-b,1,984,link,B,Pawn,Knight
1250-1499,0-1249,Queen's Gambit,B-P-e,W-Q,1,984,link,B,Pawn,Queen
1250-1499,0-1249,Queen's Gambit,B-Q,W-K,1,984,link,B,Queen,King
1250-1499,0-1249,Queen's Gambit,W-P-d,B-P-e,1,984,link,W,Pawn,Pawn
1250-1499,0-1249,Queen's Gambit,W-P-e,B-P-d,1,984,link,W,Pawn,Pawn
1250-1499,0-1249,Queen's Gambit,W-Q,B-Q,1,984,link,W,Queen,Queen
1250-1499,0-1249,Queen's Pawn Game,B-B-c,W-R-a,1,984,link,B,Bishop,Rook
1250-1499,0-1249,Queen's Pawn Game,B-N-b,W-Q,1,984,link,B,Knight,Queen
1250-1499,0-1249,Queen's Pawn Game,B-N-g,W-B-f,1,984,link,B,Knight,Bishop
1250-1499,0-1249,Queen's Pawn Game,B-P-d,W-N-b,1,984,link,B,Pawn,Knight
1250-1499,0-1249,Queen's Pawn Game,B-P-e,W-P-d,1,984,link,B,Pawn,Pawn
1250-1499,0-1249,Queen's Pawn Game,B-P-g,W-R-a,1,984,link,B,Pawn,Rook
1250-1499,0-1249,Queen's Pawn Game,B-P-h,W-R-a,1,984,link,B,Pawn,Rook
1250-1499,0-1249,Queen's Pawn Game,B-Q,W-R-a,1,984,link,B,Queen,Rook
1250-1499,0-1249,Queen's Pawn Game,B-R-a,W-Q,1,984,link,B,Rook,Queen
1250-1499,0-1249,Queen's Pawn Game,W-B-c,B-N-b,1,984,link,W,Bishop,Knight
1250-1499,0-1249,Queen's Pawn Game,W-N-b,B-Q,1,984,link,W,Knight,Queen
